objectid,title,format,filename,creator,description,subject,location,latitude,longitude,date
item27,Japanese Cooking: A Simple Art,image/jpeg,simpleart.jpg,"Tsuji, Shizuo; Tsuji, Yoshiki","When it was first published, Japanese Cooking: A Simple Art changed the way the culinary world viewed Japanese cooking, moving it from obscure ethnic food to haute cuisine.

Twenty-five years later, much has changed. Japanese food is a favorite of diners around the world. Not only is sushi as much a part of the Western culinary scene as burgers, bagels and burritos, but some Japanese chefs have become household names. Japanese flavors, ingredients and textures have been fused into dishes from a wide variety of other cuisines. What hasn’t changed over the years, however, are the foundations of Japanese cooking. When he originally wrote Japanese Cooking: A Simple Art, Shizuo Tsuji, a scholar who trained under famous European chefs, was so careful and precise in his descriptions of the cuisine and its vital philosophies, and so thoughtful in his choice of dishes and recipes, that his words—and the dishes they help produce—are as fresh today as when they were first written.

The 25th Anniversary edition celebrates Tsuji’s classic work. Building on M. F. K. Fisher’s eloquent introduction, the volume now includes a thought-provoking new Foreword by Gourmet Editor-in-Chief Ruth Reichl and a new Preface by the author’s son and Tsuji Culinary Institute Director, Yoshiki Tsuji. Beautifully illustrated with eight pages of new color photos and over 500 drawings, and containing 230 traditional recipes as well as detailed explanations of ingredients, kitchen utensils, techniques and cultural aspects of Japanese cuisine, this edition continues the Tsuji legacy of bringing the Japanese kitchen within the reach of Western cooks.

Source: Publisher",Japanese; Asian; soups; sushi; noodles; rice; desserts; fish; seafood; sauces; poultry; meat; dressings; pickles; main dishes; side dishes; appetizers; vegetables; salad,"Osaka, Japan",34.6937,135.5023,2021
item28,Smoke and Pickles: Recipes and Stories from a New Southern Kitchen,image/jpeg,smokeandpickles.jpg,"Lee, Edward","Chef Edward Lee's story and his food could only happen in America. Raised in Brooklyn by a family of Korean immigrants, he eventually settled down in his adopted hometown of Louisville, Kentucky, where he owns the acclaimed restaurant 610 Magnolia. A multiple James Beard Award nominee for his unique patchwork cuisine, Edward creates recipes--filled with pickling, fermenting, frying, curing, and smoking--that reflect the overlapping flavors and techniques that led this Korean-American boy to feel right at home in the South. Dishes like Chicken-Fried Pork Steak with Ramen Crust and Buttermilk Pepper Gravy; Collards and Kimchi; Braised Beef Kalbi with Soft Grits and Scallions; and Miso-Smothered Chicken all share a place on his table. Born with the storytelling gene of a true Southerner, Lee fills his debut cookbook with tales of the restaurant world, New York City, Kentucky, and his time competing on Top Chef, plus more than 130 exceptional recipes for food with Korean roots and Southern soul.

Source: Publisher",Southern; Korean; fusion; pickles; snacks; main dishes; side dishes; appetizers; meat; poultry; salad; soup; game meat; condiments; sauces; fish; seafood; vegetables; cocktails; dessert,"Louisville, Kentucky",38.2469,85.7664,2013
item29,The Book of St John,image/jpeg,stjohn.jpg,"Henderson, Fergus; Gulliver, Trevor","The Book of St John is too witty to be a manifesto, but it is a sturdy invocation of the need for comfort, generosity and ritual at the table. And it is a gurglingly delightful compendium of - quite simply - delicious ideas and stories' Nigella Lawson

'An unutterable joy from the team behind one of the most influential and important restaurants in Britain ... This is much more than a book of recipes, though (glorious as they are). It’s also about the importance of the table, of feasting, of friendship, of the white cloth napkin on your knee. And it sings of simple but wonderful pleasures: a bacon sandwich and a glass of cider, a doughnut and a glass of champagne.’
Diana Henry, The Telegraph

'The Book of St. JOHN, part food gospel, part memoir, part recipe book.' ...

Source: Publisher",offal; pickles; dressings; condiments; preserves; sauces; breakfast; lunch; main dishes; desserts; appetizers; salads; side dishes; meat; poultry; fish; seafood; cocktails,"London, England",51.5072,0.1276,2019
item30,Sunday Suppers: Recipes + Gatherings,image/jpeg,sundaysuppers.jpg,"Mordechai, Karen","Rediscover the art of cooking and eating communally with a beautiful, simple collection of meals for friends and family.
 
With her dinner series Sunday Suppers, Karen Mordechai celebrates the magic of gathering, bringing together friends and strangers to connect over the acts of cooking and sharing meals. For those who yearn to connect around the table, Karen’s simple, seasonally driven recipes, evocative photography, and understated styling form a road map to creating community in their own kitchens and in offbeat locations. This collection of gatherings will inspire a sense of adventure and community for both the novice and experienced cook alike.

Source: Publisher",breakfast; brunch; lunch; snacks; drinks; cocktails; soups; salads; main dishes; side dishes; meat; poultry; vegetables; preserves; sauces; condiments; pickles; menus,"Brooklyn, New York",40.6782,73.9442,2014
item31,Sweet Enough,image/jpeg,sweetenough.jpg,"Roman, Alison","Casual, effortless, chic: These are not words you’d use to describe most desserts. But before Alison Roman made recipes so perfect that they go by one name—The Cookie, The Pasta, The Lemon Cake—she was a restaurant pastry chef who spent most of her time learning to make things the hard way. She studied flavor, technique, and precision, then distilled her knowledge to pare it all down to create dessert recipes that feel special and approachable, impressive and doable. In Sweet Enough, Alison has written the book for people who think they don’t have the time or skill to pull off dessert. Here, the desserts you want to make right away, you can make right away. 

Alison shows you how to make simple yet sublime sweets with her trademark casualness, like how to make jam in the oven, then turn that jam into a dessert—swirled into ice cream or folded into easy one-bowl cake batter. (Opening a jar of jam is more than fine, too.) She waxes poetic on the virtues of frozen fruit and teaches you the best way to throw your own Sundae Party. There are effortless cakes that take just minutes to get into a pan. And there are new, instant classics with a signature Alison twist, like Salted Lemon Pie, Raspberries and Sour Cream, Toasted Rice Pudding, or a Caramelized Maple Tart. Requiring little more than your own two hands and a few mixing bowls, the recipes are geared towards those without fancy equipment or specialty ingredients.

Whether you’re a dedicated baker or, better yet, someone who doesn’t think they are a baker, Sweet Enough lets you finish any dinner, any party, or any car ride to a dinner party with a little something wonderful and sweet.

Source: Publisher",desserts; baking; pastry; breakfast; snacks,"New York City, New York",40.7128,74.2179,2023
item32,Tartine Bread,image/jpeg,tartine.jpg,"Robertson, Chad","This is the bread bible for the home baker or professional bread-maker. It comes from Chad Robertson, a man many consider to be the best bread baker in the United States, and co-owner with Elizabeth Prueitt of San Francisco's Tartine Bakery.

Only a handful of bakers have learned the bread science techniques Robertson has developed. To him, bread is the foundation of a meal, the center of daily life, and each loaf tells the story of the baker who shaped it. Chad developed his unique bread over two decades of apprenticeship with the finest artisan bakers in France and the United States, as well as experimentation in his own ovens. Readers will be astonished at how elemental it is.

Bread making the Tartine Way: Now it's your turn to make this bread with your own hands. Clear instructions and hundreds of step-by-step photos put you by Chad's side as he shows you how to make exceptional and elemental bread using just flour, water, and salt.

Source: Publisher",baking; bread; sourdough; sandwiches; soup; preserves; dressings; pizza; desserts; pastry; sauce; salad; condiments; pickles; fish; seafood,"San Francisco, California",37.7749,122.4194,2010
item33,Food52: A New Way to Dinner,image/jpeg,newway.jpg,"Hesser, Amanda; Stubbs, Merrill","A smart, inspiring cookbook showing how to plan, shop, and cook for dinners (and lunches and desserts) all through the week. The secret? Cooking ahead. 

Amanda Hesser and Merrill Stubbs, founders of the online kitchen and home destination Food52, pull off home-cooked dinners with their families with stunning regularity. But they don't cook every night. 

Starting with flexible base dishes made on the weekend, Amanda and Merrill mix, match, and riff to create new dinners, lunches, and even desserts throughout the week. Blistered tomatoes are first served as a side, then become sauce for spaghetti with corn. Tuna, poached in olive oil on a Sunday, gets paired with braised peppers and romesco for a fiery dinner, with spicy mayo for a hearty sandwich, and with zucchini and couscous for a pack-and-go salad. 

Amanda and Merrill’s seasonal plans give you everything you need to set yourself up well for the week, with grocery lists and cooking timelines. They also share clever tips and tricks for more confident cooking, showing how elements can work across menus and seasons to fit your mood or market, and how to be scrappy with whatever’s left in the fridge. These building blocks form A New Way to Dinner, the key to smarter, happier cooking that leaves you with endless possibilities for the week ahead.

Source: Publisher",main dishes; side dishes; menus; salads; soups; vegetables; desserts; meat; poultry; dressings; pasta; drinks; fish; pickles; cocktails; condiments,"New York City, New York",40.7128,74.2179,2016
item34,"Huckleberry: Stories, Secrets, and Recipes from our Kitchen",image/jpeg,huckleberry.jpg,"Natha, Zoe; Loeb, Josh; Almerinda, Laurel","Every once in a while, a cookbook comes along that simply knocks me out. Their book is filled with wonderful tips about life and baking but what inspires me most is that I want to make every single recipe in this book! – Ina Garten

""Everything in generosity"" is the motto of Zoe Nathan, the big-hearted baker behind Santa Monica's favorite neighborhood bakery and breakfast spot, Huckleberry Bakery & Café. This irresistible cookbook collects more than 115 recipes and more than 150 color photographs, including how-to sequences for mastering basics such as flaky dough and lining a cake pan. Huckleberry's recipes span from sweet (rustic cakes, muffins, and scones) to savory (hot cereals, biscuits, and quiche). True to the healthful spirit of Los Angeles, these recipes feature whole-grain flours, sesame and flax seeds, fresh fruits and vegetables, natural sugars, and gluten-free and vegan options—and they always lead with deliciousness. For bakers and all-day brunchers, Huckleberry will become the cookbook to reach for whenever the craving for big flavor strikes.

Source: Publisher",breakfast; brunch; baking; lunch; bread; sandwiches; pastry; drinks,"Santa Monica, California",34.0119,118.4916,2014
item35,Mastering the Art of French Cooking: Volume 1,image/jpeg,mastering1.jpg,"Child, Julia; Beck, Simone; Bertholle, Louisette","This is the classic cookbook, in its entirety--all 524 recipes.
""Anyone can cook in the French manner anywhere,"" wrote Mesdames Beck, Bertholle, and Child, ""with the right instruction."" And here is ""the"" book that, for more than forty years, has been teaching Americans how.
""Mastering the Art of French Cooking"" is for both seasoned cooks and beginners who love good food and long to reproduce at home the savory delights of the classic cuisine, from the historic Gallic masterpieces to the seemingly artless perfection of a dish of spring-green peas.

Source: Publisher",French; soups; sauces; main dishes; side dishes; appetizers; meat; fish; shellfish; poultry; offal; vegetables; salads; desserts,"Paris, France",48.8575,2.3514,1961
item36,Mastering the Art of French Cooking: Volume 2,image/jpeg,mastering2.jpg,"Child, Julia; Beck, Simone; Bertholle, Louisette","The beloved sequel to the bestselling classic,  Mastering the Art of French Cooking, Volume II presents more fantastic step-by-step French recipes for home cooks.

Working from the principle that “mastering any art is a continuing process,” Julia Child and Simone Beck gathered together a brilliant selection of new dishes to bring you to a yet higher level of culinary mastery.

They have searched out more of the classic dishes and regional specialties of France, and adapted them so that Americans, working with American ingredients, in American kitchens, can achieve the incomparable flavors and aromas that bring up a rush of memories—of lunch at a country inn in Provence, of an evening at a great Paris restaurant, of the essential cooking of France.

From French bread to salted goose, from peasant  ragoûts  to royal Napoleons, recipes are written with the same detail, exactness, and clarity that are the soul of  Mastering the Art of French Cooking .",French; soups; sauces; main dishes; side dishes; appetizers; meat; fish; shellfish; poultry; offal; vegetables; salads; desserts; baking; bread,"Paris, France",48.8575,2.3514,1970
